i,j,Longitude,Latitude,sealevel,upcount,e,q
3915,2928,130.4833333,-7.583333333,-0.317255789,-4.049296109,121,100
3886,2927,129.5166667,-7.55,-30.29038085,-23.584389,108,100
3887,2927,129.55,-7.55,-29.51474845,-23.00119982,108,100
3888,2927,129.5833333,-7.55,-26.69874016,-21.23369131,108,100
3889,2927,129.6166667,-7.55,-22.31081385,-18.49297395,108,100
3890,2927,129.65,-7.55,-17.08772352,-15.09991342,108,100
3891,2927,129.6833333,-7.55,-11.2975009,-11.33699325,108,100
3892,2927,129.7166667,-7.55,-5.151114181,-7.499584874,108,100
3893,2927,129.75,-7.55,0.669619954,-3.999464021,108,100
3894,2927,129.7833333,-7.55,4.986543152,-1.323056392,108,100
3895,2927,129.8166667,-7.55,6.858043562,0.187047388,108,100
3896,2927,129.85,-7.55,6.583548428,0.517450424,108,100
3897,2927,129.8833333,-7.55,5.041737423,-0.114879845,108,100
3898,2927,129.9166667,-7.55,2.682786843,-1.464616459,108,100
3899,2927,129.95,-7.55,-0.339908916,-3.299178198,108,100
3900,2927,129.9833333,-7.55,-3.79459862,-5.325539315,108,100
3901,2927,130.0166667,-7.55,-7.011749794,-7.137027688,108,100
3902,2927,130.05,-7.55,-9.078861187,-8.273846745,888,-888
3903,2927,130.0833333,-7.55,-9.352668831,-8.372200424,121,100
3904,2927,130.1166667,-7.55,-7.863599952,-7.301908477,121,100
3905,2927,130.15,-7.55,-4.905929017,-5.161475583,121,100
3906,2927,130.1833333,-7.55,-0.545259475,-2.166542725,121,100
3907,2927,130.2166667,-7.55,4.851454649,1.392947335,121,100
3908,2927,130.25,-7.55,10.69697105,5.168061604,121,100
3909,2927,130.2833333,-7.55,16.53177504,8.775261837,121,100
3910,2927,130.3166667,-7.55,21.87177825,11.76109821,121,100
3911,2927,130.35,-7.55,25.82413484,13.51824722,121,100
3912,2927,130.3833333,-7.55,26.57722369,13.33678097,121,100
3913,2927,130.4166667,-7.55,22.7706781,10.82162193,121,100
3914,2927,130.45,-7.55,15.29424668,6.263086205,121,100
3915,2927,130.4833333,-7.55,5.94507996,0.40341869,121,100
3886,2926,129.5166667,-7.516666667,-31.57292498,-22.60872234,108,100
3887,2926,129.55,-7.516666667,-30.62108233,-21.97279287,108,100
3888,2926,129.5833333,-7.516666667,-26.93331774,-19.903004,108,100
3889,2926,129.6166667,-7.516666667,-21.46977613,-16.74619378,108,100
3890,2926,129.65,-7.516666667,-15.39620171,-12.96998896,108,100
3891,2926,129.6833333,-7.516666667,-9.052273413,-8.92633858,108,100
3892,2926,129.7166667,-7.516666667,-2.470036472,-4.913253281,108,100
3893,2926,129.75,-7.516666667,3.759423487,-1.337145576,108,100
3894,2926,129.7833333,-7.516666667,8.204761611,1.293558989,108,100
3895,2926,129.8166667,-7.516666667,9.598732384,2.630960192,108,100
3896,2926,129.85,-7.516666667,8.592144911,2.736115253,108,100
3897,2926,129.8833333,-7.516666667,6.554260968,1.927441902,108,100
3898,2926,129.9166667,-7.516666667,3.891950836,0.493189038,108,100
3899,2926,129.95,-7.516666667,0.706459599,-1.342418349,108,100
3900,2926,129.9833333,-7.516666667,-2.765891692,-3.322887637,108,100
3901,2926,130.0166667,-7.516666667,-6.026583697,-5.097723411,108,100
3902,2926,130.05,-7.516666667,-8.35751729,-6.233124536,888,-888
3903,2926,130.0833333,-7.516666667,-8.922603044,-6.30094269,121,100
3904,2926,130.1166667,-7.516666667,-7.078859881,-5.069878784,121,100
3905,2926,130.15,-7.516666667,-3.149165031,-2.646740215,121,100
3906,2926,130.1833333,-7.516666667,2.110047685,0.64868629,121,100
3907,2926,130.2166667,-7.516666667,8.168039166,4.466263125,121,100
3908,2926,130.25,-7.516666667,14.59902816,8.473475416,121,100
3909,2926,130.2833333,-7.516666667,21.10222442,12.33968808,121,100
3910,2926,130.3166667,-7.516666667,27.49442281,15.66014872,121,100
3911,2926,130.35,-7.516666667,33.13447623,17.78537333,121,100
3912,2926,130.3833333,-7.516666667,35.09212508,17.80160395,121,100
3913,2926,130.4166667,-7.516666667,30.60682637,15.1452766,121,100
3914,2926,130.45,-7.516666667,21.48903036,10.22303974,121,100
3915,2926,130.4833333,-7.516666667,10.9580628,4.030820552,121,100
3886,2925,129.5166667,-7.483333333,-32.71641721,-21.10883961,108,100
3887,2925,129.55,-7.483333333,-31.59898001,-20.47036417,108,100
3888,2925,129.5833333,-7.483333333,-26.82343594,-18.17600514,108,100
3889,2925,129.6166667,-7.483333333,-20.36718183,-14.75046652,108,100
3890,2925,129.65,-7.483333333,-13.76284228,-10.80106595,108,100
3891,2925,129.6833333,-7.483333333,-7.263885728,-6.720932873,108,100
3892,2925,129.7166667,-7.483333333,-0.871289098,-2.793298236,108,100
3893,2925,129.75,-7.483333333,4.947496708,0.62306124,108,100
3894,2925,129.7833333,-7.483333333,9.02168646,3.085852252,108,100
3895,2925,129.8166667,-7.483333333,10.30117942,4.301909994,108,100
3896,2925,129.85,-7.483333333,9.325999738,4.348826996,108,100
3897,2925,129.8833333,-7.483333333,7.326352284,3.542442213,108,100
3898,2925,129.9166667,-7.483333333,4.784646211,2.170232157,108,100
3899,2925,129.95,-7.483333333,1.755316337,0.441093001,108,100
3900,2925,129.9833333,-7.483333333,-1.613484335,-1.430758602,108,100
3901,2925,130.0166667,-7.483333333,-5.014370148,-3.156314118,108,100
3902,2925,130.05,-7.483333333,-7.974477641,-4.32022505,888,-888
3903,2925,130.0833333,-7.483333333,-9.017306037,-4.398056383,121,100
3904,2925,130.1166667,-7.483333333,-6.620057075,-3.051481067,121,100
3905,2925,130.15,-7.483333333,-1.663547375,-0.435241515,121,100
3906,2925,130.1833333,-7.483333333,4.241908814,3.005124381,121,100
3907,2925,130.2166667,-7.483333333,10.56927053,6.869580893,121,100
3908,2925,130.25,-7.483333333,17.08899513,10.85118645,121,100
3909,2925,130.2833333,-7.483333333,23.68707169,14.67194827,121,100
3910,2925,130.3166667,-7.483333333,30.33423204,17.97090803,121,100
3911,2925,130.35,-7.483333333,36.41745904,20.10266442,121,100
3912,2925,130.3833333,-7.483333333,38.68802202,20.11237428,121,100
3913,2925,130.4166667,-7.483333333,34.02187688,17.40604665,121,100
3914,2925,130.45,-7.483333333,24.46056499,12.43726284,121,100
3915,2925,130.4833333,-7.483333333,13.73045491,6.301204822,121,100
3886,2924,129.5166667,-7.45,-31.41536325,-18.27876822,108,100
3887,2924,129.55,-7.45,-30.40009766,-17.72862179,108,100
3888,2924,129.5833333,-7.45,-25.06178746,-15.45347313,108,100
3889,2924,129.6166667,-7.45,-18.19741015,-12.08237883,108,100
3890,2924,129.65,-7.45,-11.57513613,-8.290242509,108,100
3891,2924,129.6833333,-7.45,-5.428649673,-4.480631492,108,100
3892,2924,129.7166667,-7.45,0.245991325,-0.911204597,108,100
3893,2924,129.75,-7.45,5.104962902,2.12867342,108,100
3894,2924,129.7833333,-7.45,8.433410207,4.310759082,108,100
3895,2924,129.8166667,-7.45,9.744827923,5.432485351,108,100
3896,2924,129.85,-7.45,9.293983993,5.550961249,108,100
3897,2924,129.8833333,-7.45,7.762442201,4.90509777,108,100
3898,2924,129.9166667,-7.45,5.648568048,3.745224584,108,100
3899,2924,129.95,-7.45,3.126361343,2.265069176,108,100
3900,2924,129.9833333,-7.45,0.281504115,0.638783108,108,100
3901,2924,130.0166667,-7.45,-2.826726573,-0.902997027,108,100
3902,2924,130.05,-7.45,-5.805129945,-1.972437822,888,-888
3903,2924,130.0833333,-7.45,-6.890643116,-2.024206856,121,100
3904,2924,130.1166667,-7.45,-4.406265005,-0.696415101,121,100
3905,2924,130.15,-7.45,0.589380027,1.844869581,121,100
3906,2924,130.1833333,-7.45,6.334308661,5.122292947,121,100
3907,2924,130.2166667,-7.45,12.29195523,8.71476247,121,100
3908,2924,130.25,-7.45,18.2310322,12.32244041,121,100
3909,2924,130.2833333,-7.45,24.12058815,15.69639061,121,100
3910,2924,130.3166667,-7.45,29.84665825,18.49983217,121,100
3911,2924,130.35,-7.45,34.51921999,20.14810003,121,100
3912,2924,130.3833333,-7.45,35.76767142,19.86220574,121,100
3913,2924,130.4166667,-7.45,31.66373211,17.19983154,121,100
3914,2924,130.45,-7.45,23.45908762,12.56204709,121,100
3915,2924,130.4833333,-7.45,13.88438488,6.922814081,121,100
3886,2923,129.5166667,-7.416666667,-25.0668085,-13.55464626,108,100
3887,2923,129.55,-7.416666667,-24.31614365,-13.1736967,108,100
3888,2923,129.5833333,-7.416666667,-19.84374455,-11.28228926,108,100
3889,2923,129.6166667,-7.416666667,-13.98453046,-8.426000768,108,100
3890,2923,129.65,-7.416666667,-8.310321389,-5.203139493,108,100
3891,2923,129.6833333,-7.416666667,-3.150421207,-1.981643408,108,100
3892,2923,129.7166667,-7.416666667,1.512342215,1.014518579,108,100
3893,2923,129.75,-7.416666667,5.425659329,3.558134192,108,100
3894,2923,129.7833333,-7.416666667,8.100702003,5.410642518,108,100
3895,2923,129.8166667,-7.416666667,9.328224143,6.434137684,108,100
3896,2923,129.85,-7.416666667,9.287299051,6.658981754,108,100
3897,2923,129.8833333,-7.416666667,8.328421716,6.240836515,108,100
3898,2923,129.9166667,-7.416666667,6.825067709,5.37669234,108,100
3899,2923,129.95,-7.416666667,5.039214796,4.241826126,108,100
3900,2923,129.9833333,-7.416666667,2.959132256,2.97776153,108,100
3901,2923,130.0166667,-7.416666667,0.584794217,1.770289576,108,100
3902,2923,130.05,-7.416666667,-1.509790938,0.956831797,888,-888
3903,2923,130.0833333,-7.416666667,-2.096338331,0.985329771,121,100
3904,2923,130.1166667,-7.416666667,-0.187889351,2.144147726,121,100
3905,2923,130.15,-7.416666667,3.808903874,4.322619719,121,100
3906,2923,130.1833333,-7.416666667,8.751262448,7.125507788,121,100
3907,2923,130.2166667,-7.416666667,13.79812686,10.13906433,121,100
3908,2923,130.25,-7.416666667,18.53003708,13.05554293,121,100
3909,2923,130.2833333,-7.416666667,23.02289594,15.63977911,121,100
3910,2923,130.3166667,-7.416666667,27.05238564,17.57754669,121,100
3911,2923,130.35,-7.416666667,29.67537936,18.40135824,121,100
3912,2923,130.3833333,-7.416666667,29.62810557,17.61198459,121,100
3913,2923,130.4166667,-7.416666667,25.98665095,14.97696138,121,100
3914,2923,130.45,-7.416666667,19.32339134,10.8214587,121,100
3915,2923,130.4833333,-7.416666667,11.53096024,5.921757424,121,100
3886,2922,129.5166667,-7.383333333,-14.71237139,-7.168834657,108,100
3887,2922,129.55,-7.383333333,-14.31390971,-7.016696762,108,100
3888,2922,129.5833333,-7.383333333,-11.6919679,-5.805791122,108,100
3889,2922,129.6166667,-7.383333333,-7.924650277,-3.847169957,108,100
3890,2922,129.65,-7.383333333,-3.988658447,-1.53281383,108,100
3891,2922,129.6833333,-7.383333333,-0.266602328,0.858244664,108,100
3892,2922,129.7166667,-7.383333333,3.213047689,3.143012174,108,100
3893,2922,129.75,-7.383333333,6.255098654,5.13910909,108,100
3894,2922,129.7833333,-7.383333333,8.454598491,6.656844837,108,100
3895,2922,129.8166667,-7.383333333,9.636716315,7.580026968,108,100
3896,2922,129.85,-7.383333333,9.87524659,7.903036008,108,100
3897,2922,129.8833333,-7.383333333,9.3233038,7.709296798,108,100
3898,2922,129.9166667,-7.383333333,8.265626806,7.143778683,108,100
3899,2922,129.95,-7.383333333,7.093105812,6.365284978,108,100
3900,2922,129.9833333,-7.383333333,5.817059069,5.494123696,108,100
3901,2922,130.0166667,-7.383333333,4.344665647,4.670851723,108,100
3902,2922,130.05,-7.383333333,3.230715503,4.153828924,888,-888
3903,2922,130.0833333,-7.383333333,3.178224252,4.254023744,121,100
3904,2922,130.1166667,-7.383333333,4.590629773,5.162357788,121,100
3905,2922,130.15,-7.383333333,7.467885029,6.82404336,121,100
3906,2922,130.1833333,-7.383333333,11.23458514,8.954724141,121,100
3907,2922,130.2166667,-7.383333333,14.98771525,11.18839075,121,100
3908,2922,130.25,-7.383333333,18.25884751,13.23001568,121,100
3909,2922,130.2833333,-7.383333333,21.19962221,14.84833907,121,100
3910,2922,130.3166667,-7.383333333,23.32923012,15.74451329,121,100
3911,2922,130.35,-7.383333333,23.82617088,15.59449836,121,100
3912,2922,130.3833333,-7.383333333,22.49867194,14.18547573,121,100
3913,2922,130.4166667,-7.383333333,18.98385856,11.47135539,121,100
3914,2922,130.45,-7.383333333,13.44625235,7.719509754,121,100
3915,2922,130.4833333,-7.383333333,7.305570007,3.53496807,121,100
3886,2921,129.5166667,-7.35,-3.230667766,0.055008689,108,100
3887,2921,129.55,-7.35,-3.265672858,-0.070349514,108,100
3888,2921,129.5833333,-7.35,-2.51505003,0.337906106,108,100
3889,2921,129.6166667,-7.35,-1.000834604,1.240690463,108,100
3890,2921,129.65,-7.35,0.963234707,2.497693144,108,100
3891,2921,129.6833333,-7.35,3.103055714,3.952409805,108,100
3892,2921,129.7166667,-7.35,5.364384086,5.470957291,108,100
3893,2921,129.75,-7.35,7.565898777,6.905728558,108,100
3894,2921,129.7833333,-7.35,9.316687198,8.094853803,108,100
3895,2921,129.8166667,-7.35,10.47195726,8.921707617,108,100
3896,2921,129.85,-7.35,10.99493464,9.338573568,108,100
3897,2921,129.8833333,-7.35,10.80009974,9.367717667,108,100
3898,2921,129.9166667,-7.35,10.06279058,9.097766004,108,100
3899,2921,129.95,-7.35,9.313367876,8.645644614,108,100
3900,2921,129.9833333,-7.35,8.706147848,8.10846129,108,100
3901,2921,130.0166667,-7.35,8.028620228,7.592050952,108,100
3902,2921,130.05,-7.35,7.592068673,7.270779578,888,-888
3903,2921,130.0833333,-7.35,7.809595601,7.343690656,121,100
3904,2921,130.1166667,-7.35,8.870432709,7.941531678,121,100
3905,2921,130.15,-7.35,10.79288547,9.042863502,121,100
3906,2921,130.1833333,-7.35,13.18677234,10.44364686,121,100
3907,2921,130.2166667,-7.35,15.46601468,11.84476597,121,100
3908,2921,130.25,-7.35,17.44259754,12.97767902,121,100
3909,2921,130.2833333,-7.35,19.08851501,13.59949846,121,100
3910,2921,130.3166667,-7.35,19.45437238,13.42529798,121,100
3911,2921,130.35,-7.35,17.96255353,12.27904604,121,100
3912,2921,130.3833333,-7.35,15.40204438,10.19370792,121,100
3913,2921,130.4166667,-7.35,11.81586679,7.26194054,121,100
3914,2921,130.45,-7.35,7.010793297,3.708404439,121,100
3915,2921,130.4833333,-7.35,1.900638395,0.018294812,121,100
3886,2920,129.5166667,-7.316666667,8.045908349,7.251751167,108,100
3887,2920,129.55,-7.316666667,7.419404443,6.812618753,108,100
3888,2920,129.5833333,-7.316666667,6.340977385,6.430778964,108,100
3889,2920,129.6166667,-7.316666667,5.777416825,6.316328944,108,100
3890,2920,129.65,-7.316666667,5.92474278,6.552718154,108,100
3891,2920,129.6833333,-7.316666667,6.60696774,7.099879338,108,100
3892,2920,129.7166667,-7.316666667,7.721671574,7.873271494,108,100
3893,2920,129.75,-7.316666667,9.106887918,8.763438633,108,100
3894,2920,129.7833333,-7.316666667,10.47328986,9.642943594,108,100
3895,2920,129.8166667,-7.316666667,11.6276566,10.38531264,108,100
3896,2920,129.85,-7.316666667,12.33954444,10.89692173,108,100
3897,2920,129.8833333,-7.316666667,12.68173608,11.17024827,108,100
3898,2920,129.9166667,-7.316666667,12.84583087,11.2352242,108,100
3899,2920,129.95,-7.316666667,12.64750285,11.0939092,108,100
3900,2920,129.9833333,-7.316666667,12.14119871,10.78728228,108,100
3901,2920,130.0166667,-7.316666667,11.68387377,10.42150529,108,100
3902,2920,130.05,-7.316666667,11.38925337,10.11504897,888,-888
3903,2920,130.0833333,-7.316666667,11.2641147,9.994863887,121,100
3904,2920,130.1166667,-7.316666667,11.64877088,10.19218155,121,100
3905,2920,130.15,-7.316666667,12.71641473,10.73755297,121,100
3906,2920,130.1833333,-7.316666667,14.13956017,11.48069075,121,100
3907,2920,130.2166667,-7.316666667,15.50052967,12.14072536,121,100
3908,2920,130.25,-7.316666667,16.44584033,12.41277751,121,100
3909,2920,130.2833333,-7.316666667,16.69259385,12.04441047,121,100
3910,2920,130.3166667,-7.316666667,15.33485325,10.83617426,121,100
3911,2920,130.35,-7.316666667,12.19791237,8.755701896,121,100
3912,2920,130.3833333,-7.316666667,8.68795731,5.975254826,121,100
3913,2920,130.4166667,-7.316666667,4.798564477,2.654570658,121,100
3914,2920,130.45,-7.316666667,0.08813487,-0.988562089,121,100
3915,2920,130.4833333,-7.316666667,-4.607410166,-4.505013365,121,100
3886,2919,129.5166667,-7.283333333,17.56330804,13.64342891,108,100
3887,2919,129.55,-7.283333333,16.33381906,12.89108622,108,100
3888,2919,129.5833333,-7.283333333,13.78185493,11.86226486,108,100
3889,2919,129.6166667,-7.283333333,11.63140364,10.92978677,108,100
3890,2919,129.65,-7.283333333,10.31696795,10.32490323,108,100
3891,2919,129.6833333,-7.283333333,9.758540444,10.09774196,108,100
3892,2919,129.7166667,-7.283333333,9.798774863,10.21105899,108,100
3893,2919,129.75,-7.283333333,10.31671999,10.6017608,108,100
3894,2919,129.7833333,-7.283333333,11.41146783,11.19403737,108,100
3895,2919,129.8166667,-7.283333333,12.81641908,11.85730242,108,100
3896,2919,129.85,-7.283333333,13.78188965,12.45014134,108,100
3897,2919,129.8833333,-7.283333333,14.64726386,12.94862494,108,100
3898,2919,129.9166667,-7.283333333,15.80332868,13.33740923,108,100
3899,2919,129.95,-7.283333333,16.23618662,13.49037895,108,100
3900,2919,129.9833333,-7.283333333,15.84399191,13.36230628,108,100
3901,2919,130.0166667,-7.283333333,15.36863091,13.03769315,108,100
3902,2919,130.05,-7.283333333,14.72987301,12.59873862,888,-888
3903,2919,130.0833333,-7.283333333,13.73280854,12.16498326,121,100
3904,2919,130.1166667,-7.283333333,12.96298688,11.92282705,121,100
3905,2919,130.15,-7.283333333,13.0766703,11.9616506,121,100
3906,2919,130.1833333,-7.283333333,14.02683297,12.1533017,121,100
3907,2919,130.2166667,-7.283333333,15.20136501,12.17788653,121,100
3908,2919,130.25,-7.283333333,15.07366395,11.64191299,121,100
3909,2919,130.2833333,-7.283333333,13.20833025,10.31979497,121,100
3910,2919,130.3166667,-7.283333333,10.25268182,8.179828231,121,100
3911,2919,130.35,-7.283333333,6.305194985,5.277225911,121,100
3912,2919,130.3833333,-7.283333333,1.977372865,1.766249261,121,100
3913,2919,130.4166667,-7.283333333,-2.761724634,-2.170398339,121,100
3914,2919,130.45,-7.283333333,-8.018585012,-6.249223267,121,100
3915,2919,130.4833333,-7.283333333,-12.88621779,-9.971988079,121,100
3886,2918,129.5166667,-7.25,23.37931063,18.70629406,108,100
3887,2918,129.55,-7.25,21.90450558,17.68365177,108,100
3888,2918,129.5833333,-7.25,18.96177117,16.25869751,108,100
3889,2918,129.6166667,-7.25,16.13681062,14.81763862,108,100
3890,2918,129.65,-7.25,13.97490461,13.64547141,108,100
3891,2918,129.6833333,-7.25,12.57774477,12.85599795,108,100
3892,2918,129.7166667,-7.25,11.83880401,12.46018175,108,100
3893,2918,129.75,-7.25,11.70630181,12.436634,108,100
3894,2918,129.7833333,-7.25,12.39235136,12.74374989,108,100
3895,2918,129.8166667,-7.25,13.71590893,13.26568265,108,100
3896,2918,129.85,-7.25,14.9358062,13.85738162,108,100
3897,2918,129.8833333,-7.25,16.16175835,14.47959332,108,100
3898,2918,129.9166667,-7.25,17.77287365,15.09374913,108,100
3899,2918,129.95,-7.25,18.79976401,15.5037101,108,100
3900,2918,129.9833333,-7.25,18.95746479,15.54930752,108,100
3901,2918,130.0166667,-7.25,18.65559026,15.22316057,108,100
3902,2918,130.05,-7.25,17.43437526,14.60728193,888,-888
3903,2918,130.0833333,-7.25,15.48310472,13.91757425,121,100
3904,2918,130.1166667,-7.25,14.11070481,13.3971482,121,100
3905,2918,130.15,-7.25,13.78915461,13.08015252,121,100
3906,2918,130.1833333,-7.25,14.07051098,12.78093072,121,100
3907,2918,130.2166667,-7.25,14.25086737,12.18130375,121,100
3908,2918,130.25,-7.25,12.79567042,10.92093879,121,100
3909,2918,130.2833333,-7.25,9.617356919,8.834511533,121,100
3910,2918,130.3166667,-7.25,5.895995103,5.950790804,121,100
3911,2918,130.35,-7.25,1.48511677,2.299858436,121,100
3912,2918,130.3833333,-7.25,-3.911131363,-2.039515238,121,100
3913,2918,130.4166667,-7.25,-10.0781946,-6.855554568,121,100
3914,2918,130.45,-7.25,-16.54030126,-11.7548057,121,100
3915,2918,130.4833333,-7.25,-22.3839561,-16.13612126,121,100
3886,2917,129.5166667,-7.216666667,26.19378156,22.50063367,108,100
3887,2917,129.55,-7.216666667,24.70518953,21.23867134,108,100
3888,2917,129.5833333,-7.216666667,22.129905,19.62436885,108,100
3889,2917,129.6166667,-7.216666667,19.37422195,17.95085671,108,100
3890,2917,129.65,-7.216666667,17.01074504,16.48101332,108,100
3891,2917,129.6833333,-7.216666667,15.27179167,15.35769274,108,100
3892,2917,129.7166667,-7.216666667,14.14893412,14.62901065,108,100
3893,2917,129.75,-7.216666667,13.72974232,14.29878365,108,100
3894,2917,129.7833333,-7.216666667,13.99556711,14.32768736,108,100
3895,2917,129.8166667,-7.216666667,14.65618358,14.62221366,108,100
3896,2917,129.85,-7.216666667,15.41971993,15.08336117,108,100
3897,2917,129.8833333,-7.216666667,16.37956655,15.68446993,108,100
3898,2917,129.9166667,-7.216666667,18.1538566,16.39229287,108,100
3899,2917,129.95,-7.216666667,20.08952729,16.97495595,108,100
3900,2917,129.9833333,-7.216666667,20.97062368,17.13004547,108,100
3901,2917,130.0166667,-7.216666667,20.23273293,16.74915622,108,100
3902,2917,130.05,-7.216666667,18.04167082,16.02023366,888,-888
3903,2917,130.0833333,-7.216666667,16.29566532,15.32362461,121,100
3904,2917,130.1166667,-7.216666667,15.92870911,14.83303908,121,100
3905,2917,130.15,-7.216666667,15.78415003,14.36638105,121,100
3906,2917,130.1833333,-7.216666667,15.04667995,13.66636243,121,100
3907,2917,130.2166667,-7.216666667,13.58844324,12.52915426,121,100
3908,2917,130.25,-7.216666667,11.26264179,10.74574093,121,100
3909,2917,130.2833333,-7.216666667,8.0908345,8.160733666,121,100
3910,2917,130.3166667,-7.216666667,3.985844881,4.692248181,121,100
3911,2917,130.35,-7.216666667,-1.422881218,0.287867125,121,100
3912,2917,130.3833333,-7.216666667,-8.211356101,-5.004773631,121,100
3913,2917,130.4166667,-7.216666667,-16.10643166,-10.9479945,121,100
3914,2917,130.45,-7.216666667,-24.44455148,-17.05983394,121,100
3915,2917,130.4833333,-7.216666667,-32.13862822,-22.61124303,121,100
3886,2916,129.5166667,-7.183333333,28.23144382,25.47810061,108,100
3887,2916,129.55,-7.183333333,26.56044326,23.95910965,108,100
3888,2916,129.5833333,-7.183333333,24.24361366,22.22162899,108,100
3889,2916,129.6166667,-7.183333333,21.71213246,20.45476235,108,100
3890,2916,129.65,-7.183333333,19.43373542,18.86020086,108,100
3891,2916,129.6833333,-7.183333333,17.63582282,17.57238521,108,100
3892,2916,129.7166667,-7.183333333,16.3809862,16.6515777,108,100
3893,2916,129.75,-7.183333333,15.73796083,16.10405083,108,100
3894,2916,129.7833333,-7.183333333,15.52679809,15.89278032,108,100
3895,2916,129.8166667,-7.183333333,15.62430399,15.96925081,108,100
3896,2916,129.85,-7.183333333,15.98170469,16.28439035,108,100
3897,2916,129.8833333,-7.183333333,16.65071517,16.80869425,108,100
3898,2916,129.9166667,-7.183333333,18.22711227,17.4864776,108,100
3899,2916,129.95,-7.183333333,20.13697471,18.06025068,108,100
3900,2916,129.9833333,-7.183333333,20.74165618,18.17438458,108,100
3901,2916,130.0166667,-7.183333333,19.31422996,17.73508576,108,100
3902,2916,130.05,-7.183333333,17.25201671,17.06432111,888,-888
3903,2916,130.0833333,-7.183333333,16.92665686,16.57908381,121,100
3904,2916,130.1166667,-7.183333333,17.85697892,16.27482415,121,100
3905,2916,130.15,-7.183333333,17.76901927,15.79329162,121,100
3906,2916,130.1833333,-7.183333333,16.28051299,14.89721196,121,100
3907,2916,130.2166667,-7.183333333,14.35848321,13.5199061,121,100
3908,2916,130.25,-7.183333333,12.03041667,11.5092208,121,100
3909,2916,130.2833333,-7.183333333,8.686646235,8.625301365,121,100
3910,2916,130.3166667,-7.183333333,3.919065536,4.669707388,121,100
3911,2916,130.35,-7.183333333,-2.549114668,-0.472875931,121,100
3912,2916,130.3833333,-7.183333333,-10.77512628,-6.788196213,121,100
3913,2916,130.4166667,-7.183333333,-20.6681521,-14.05085123,121,100
3914,2916,130.45,-7.183333333,-31.55223532,-21.73121703,121,100
3915,2916,130.4833333,-7.183333333,-42.08797398,-28.97157977,121,100
3886,2915,129.5166667,-7.15,30.12559576,27.98314116,108,100
3887,2915,129.55,-7.15,28.1179594,26.17048652,108,100
3888,2915,129.5833333,-7.15,25.8561104,24.29721342,108,100
3889,2915,129.6166667,-7.15,23.50933477,22.47631976,108,100
3890,2915,129.65,-7.15,21.34661082,20.83743609,108,100
3891,2915,129.6833333,-7.15,19.57953532,19.48271962,108,100
3892,2915,129.7166667,-7.15,18.32219362,18.46434569,108,100
3893,2915,129.75,-7.15,17.48692345,17.77948235,108,100
3894,2915,129.7833333,-7.15,16.86024905,17.40733095,108,100
3895,2915,129.8166667,-7.15,16.78025606,17.35832914,108,100
3896,2915,129.85,-7.15,17.3220846,17.61463701,108,100
3897,2915,129.8833333,-7.15,18.21225901,18.10700897,108,100
3898,2915,129.9166667,-7.15,19.55186162,18.71558012,108,100
3899,2915,129.95,-7.15,20.66452324,19.17678138,108,100
3900,2915,129.9833333,-7.15,20.47109405,19.20440344,108,100
3901,2915,130.0166667,-7.15,19.04908087,18.79012924,108,100
3902,2915,130.05,-7.15,17.99900068,18.27019705,888,-888
3903,2915,130.0833333,-7.15,18.3583541,17.95636237,121,100
3904,2915,130.1166667,-7.15,19.18481425,17.75244856,121,100
3905,2915,130.15,-7.15,18.91807978,17.32413349,121,100
3906,2915,130.1833333,-7.15,17.62424442,16.50125342,121,100
3907,2915,130.2166667,-7.15,16.35286346,15.23256476,121,100
3908,2915,130.25,-7.15,14.5297053,13.28890006,121,100
3909,2915,130.2833333,-7.15,11.09266032,10.31323471,121,100
3910,2915,130.3166667,-7.15,5.810675714,6.026099838,121,100
3911,2915,130.35,-7.15,-1.505451637,0.253827983,121,100
3912,2915,130.3833333,-7.15,-11.19121456,-7.057041199,121,100
3913,2915,130.4166667,-7.15,-23.30177369,-15.7253063,121,100
3914,2915,130.45,-7.15,-37.2009364,-25.21150298,121,100
3915,2915,130.4833333,-7.15,-51.50385712,-34.56488712,121,100
3886,2914,129.5166667,-7.116666667,31.87106444,30.14430287,108,100
3887,2914,129.55,-7.116666667,29.45245574,28.01248816,108,100
3888,2914,129.5833333,-7.116666667,27.11221673,25.97672652,108,100
3889,2914,129.6166667,-7.116666667,24.9265837,24.10444102,108,100
3890,2914,129.65,-7.116666667,22.91685195,22.46008766,108,100
3891,2914,129.6833333,-7.116666667,21.21442951,21.0987884,108,100
3892,2914,129.7166667,-7.116666667,19.94998222,20.05200026,108,100
3893,2914,129.75,-7.116666667,19.06397499,19.31277295,108,100
3894,2914,129.7833333,-7.116666667,18.42492714,18.87600964,108,100
3895,2914,129.8166667,-7.116666667,18.38377963,18.78325622,108,100
3896,2914,129.85,-7.116666667,19.01537918,19.03481141,108,100
3897,2914,129.8833333,-7.116666667,20.02853102,19.53313455,108,100
3898,2914,129.9166667,-7.116666667,21.35756549,20.10969069,108,100
3899,2914,129.95,-7.116666667,22.32104822,20.52507028,108,100
3900,2914,129.9833333,-7.116666667,22.37694902,20.58195238,108,100
3901,2914,130.0166667,-7.116666667,21.5201475,20.27218105,108,100
3902,2914,130.05,-7.116666667,20.51987069,19.82862827,888,-888
3903,2914,130.0833333,-7.116666667,20.40852507,19.52351831,121,100
